nom,module,categorie,defaut,source,juin,doute,min,max,pas,unite,surface,regle-proposee,note-agent,verdict,commentaire
ApplicationLogToDisk,Deckle.Diagnostics.Logging,persisted-setting,false,src/Deckle.Diagnostics.Logging/LoggingSettings.cs:14,oui,"June inventory locates it on TelemetrySettings.cs:30; it now lives on LoggingSettings. Same user-facing setting, moved module POCO — verify no duplicate persisted key survives in telemetry.json.",,,,,settings,4-diagnostics,Toggle enabling on-disk application logging; core observability switch for the Diagnostics page.,,
LogAmbientCaptureActivity,Deckle.Diagnostics.Logging,persisted-setting,false,src/Deckle.Diagnostics.Logging/LoggingSettings.cs:19,oui,,,,,,settings,4-diagnostics,"Per-subsystem log verbosity toggle, squarely observability.",,
LogAutocorrectActivity,Deckle.Diagnostics.Logging,persisted-setting,false,src/Deckle.Diagnostics.Logging/LoggingSettings.cs:38,oui,,,,,,settings,4-diagnostics,"Per-subsystem log verbosity toggle, squarely observability.",,
LogInputActivity,Deckle.Diagnostics.Logging,persisted-setting,false,src/Deckle.Diagnostics.Logging/LoggingSettings.cs:44,non,Absent from the June inventory — added since. Gates the Raw Input contact-frame rollup and per-gesture Trackpad detail.,,,,,settings,4-diagnostics,Per-subsystem log verbosity toggle gating input-activity detail; observability.,,
LogTranscriptionActivity,Deckle.Diagnostics.Logging,persisted-setting,false,src/Deckle.Diagnostics.Logging/LoggingSettings.cs:26,oui,"June inventory names it LogStreamingTranscriptionActivity; that identifier no longer exists in source. Treated as a rename, not a new exposable.",,,,,settings,4-diagnostics,Per-subsystem log verbosity toggle (renamed from LogStreamingTranscriptionActivity); observability.,,
LogWindowVisibilityMode,Deckle.Diagnostics.Logging,removed-setting,LogWindowVisibilityMode.All (June); no longer present in source,src/Deckle.Diagnostics.Logging/LoggingSettings.cs (June: :54),oui,"June-only. Grep over src/ returns zero hits for the identifier; line 54 is now LogWindowingActivity. Kept as an added-from-June row so the deletion is visible, not silently lost. Not an exposable today.",,,,,aucune,4-diagnostics,"Removed June-era log-window filtering setting; when it existed it was log-viewer verbosity, a diagnostics concern.",,
LogWindowingActivity,Deckle.Diagnostics.Logging,persisted-setting,false,src/Deckle.Diagnostics.Logging/LoggingSettings.cs:54,oui,,,,,,settings,4-diagnostics,"Per-subsystem log verbosity toggle, squarely observability.",,
AudioCorpusContent,Deckle.Diagnostics.Telemetry,persisted-setting,AudioCorpusContent.MatchTranscription,src/Deckle.Diagnostics.Telemetry/TelemetrySettings.cs:25,oui,,,,,,settings,4-diagnostics,Controls what the audio-corpus recording captures; telemetry configuration for diagnostics.,,
AutocorrectDecisions,Deckle.Diagnostics.Telemetry,persisted-setting,false,src/Deckle.Diagnostics.Telemetry/TelemetrySettings.cs:36,oui,June cites :38; actual line is :36.,,,,,settings,4-diagnostics,Telemetry recording toggle for autocorrect decisions; observability.,,
AutocorrectText,Deckle.Diagnostics.Telemetry,persisted-setting,false,src/Deckle.Diagnostics.Telemetry/TelemetrySettings.cs:44,oui,June cites :46; actual line is :44.,,,,,settings,4-diagnostics,Telemetry recording toggle for autocorrect text; observability.,,
CorpusEnabled,Deckle.Diagnostics.Telemetry,persisted-setting,false,src/Deckle.Diagnostics.Telemetry/TelemetrySettings.cs:15,oui,,,,,,settings,4-diagnostics,Master corpus-telemetry toggle; observability.,,
LatencyEnabled,Deckle.Diagnostics.Telemetry,persisted-setting,false,src/Deckle.Diagnostics.Telemetry/TelemetrySettings.cs:13,oui,,,,,,settings,4-diagnostics,Latency-telemetry toggle; observability.,,
MicrophoneTelemetry,Deckle.Diagnostics.Telemetry,persisted-setting,false,src/Deckle.Diagnostics.Telemetry/TelemetrySettings.cs:14,oui,,,,,,settings,4-diagnostics,Microphone-telemetry recording toggle; observability.,,
RecordAudioCorpus,Deckle.Diagnostics.Telemetry,persisted-setting,false,src/Deckle.Diagnostics.Telemetry/TelemetrySettings.cs:16,oui,,,,,,settings,4-diagnostics,Audio-corpus recording toggle; observability.,,
StorageDirectory,Deckle.Diagnostics.Telemetry,persisted-setting,"""""",src/Deckle.Diagnostics.Telemetry/TelemetrySettings.cs:29,oui,June cites :31; actual line is :29 (drift after ApplicationLogToDisk left this POCO). Empty string resolves to AppPaths.TelemetryDirectory.,,,,,settings,4-diagnostics,Where telemetry artifacts land; a telemetry-storage concern belonging with the other Diagnostics telemetry controls rather than general personalization.,,
MaxBatchSize,Deckle.Home,tuning-constant,100,src/Deckle.Home/HomeGestures.cs:10,non,Anytype batch-write cap. Borderline implementation constant; kept only because it bounds a remote call.,,,,count,aucune,1-robustesse,"Internal batch-size bound on Anytype writes, a robustness cap, not tuning.",,
PageLimit,Deckle.Home,tuning-constant,1000,src/Deckle.Home/HomeObjects.cs:97,non,Anytype object-index page size. Borderline implementation constant.,,,,count,aucune,1-robustesse,"Pagination buffer size for the object index, pure internal bound.",,
limit,Deckle.Home,tuning-constant,100,src/Deckle.Home/HomePropertyWriter.cs:126,non,"Method-local const (tag pagination), lowercase name confirms it is a local, not a field as the sweep reports. Almost certainly a false positive; kept per the doubt rule.",,,,count,aucune,1-robustesse,"Method-local pagination cap, internal implementation bound.",,
HudChrono.DigitCount,Deckle.Hud,tuning-constant,6,src/Deckle.Hud/Chrono/HudChrono.Reveal.cs:14,non,"Structural: the chrono face has six digits. Likely pure implementation, kept per doubt rule.",,,,count,aucune,2-qualite,"Structural visual design of the chrono face, frozen rendering choice.",,
HudChrono.MaxRevealBuildAttempts,Deckle.Hud,tuning-constant,90,src/Deckle.Hud/Chrono/HudChrono.RevealMask.cs:63,non,"Retry window in vsync frames before latching a reveal-build failure; robustness bound, not user-facing.",,,,frames,aucune,1-robustesse,"Retry attempt window before latching a failure, a robustness bound.",,
HudChrono.ToneCharging,Deckle.Hud,tuning-constant,"""TextFillColorDisabledBrush""",src/Deckle.Hud/Chrono/HudChrono.xaml.cs:237,non,"Theme-resource key, not a numeric knob. Source says the authoritative mapping lives in Chrono/CONTEXT.md and these are its code mirror - design token rather than exposable.",,,,,aucune,2-qualite,"Design token mirroring the doctrinal tone mapping, frozen visual quality.",,
HudChrono.ToneRecording,Deckle.Hud,tuning-constant,"""TextFillColorSecondaryBrush""",src/Deckle.Hud/Chrono/HudChrono.xaml.cs:238,non,Same doubt as ToneCharging.,,,,,aucune,2-qualite,"Same design-token mapping as ToneCharging, frozen visual quality.",,
HudChrono.ToneStopped,Deckle.Hud,tuning-constant,"""TextFillColorTertiaryBrush""",src/Deckle.Hud/Chrono/HudChrono.xaml.cs:239,non,Same doubt as ToneCharging.,,,,,aucune,2-qualite,"Same design-token mapping as ToneCharging, frozen visual quality.",,
HudOverlayManager.GapDip,Deckle.Hud,tuning-constant,12,src/Deckle.Hud/Windows/HudOverlayManager.cs:32,non,,,,,dip,aucune,2-qualite,"Layout spacing calibration of the overlay, visual tuning.",,
HudOverlayWindow.FAR_RADIUS_DIP,Deckle.Hud,tuning-constant,256,src/Deckle.Hud/Windows/HudOverlayWindow.xaml.cs:40,non,Deliberately wider than the HudWindow value of 128 (source comment); the two are tuned as a pair.,,,,dip,aucune,2-qualite,"Proximity-fade curve radius, tuned as a pair with HudWindow, animation tuning.",,
HudOverlayWindow.HUD_HEIGHT,Deckle.Hud,tuning-constant,78,src/Deckle.Hud/Windows/HudOverlayWindow.xaml.cs:31,non,Duplicated verbatim in HudWindow.xaml.cs:50.,,,,dip,aucune,2-qualite,"Fixed HUD geometry, visual design calibration.",,
HudOverlayWindow.HUD_WIDTH,Deckle.Hud,tuning-constant,272,src/Deckle.Hud/Windows/HudOverlayWindow.xaml.cs:30,non,"Duplicated verbatim in HudWindow.xaml.cs:49 - one exposable, two declaration sites.",,,,dip,aucune,2-qualite,"Fixed HUD geometry, visual design calibration.",,
HudOverlayWindow.MAX_ALPHA,Deckle.Hud,tuning-constant,255,src/Deckle.Hud/Windows/HudOverlayWindow.xaml.cs:41,non,,,,,alpha (0-255),aucune,2-qualite,"Ceiling of the proximity-fade curve, animation tuning.",,
HudOverlayWindow.MIN_ALPHA,Deckle.Hud,tuning-constant,40,src/Deckle.Hud/Windows/HudOverlayWindow.xaml.cs:42,non,Floor alpha of the proximity fade - the strongest user-perceivable knob of the group; gated by the persisted Overlay FadeOnProximity toggle listed in June.,,,,alpha (0-255),aucune,2-qualite,"Fade-floor calibration, already gated by the exposed FadeOnProximity toggle so the knob itself is quality tuning.",,
HudOverlayWindow.NEAR_RADIUS_DIP,Deckle.Hud,tuning-constant,10,src/Deckle.Hud/Windows/HudOverlayWindow.xaml.cs:39,non,,,,,dip,aucune,2-qualite,"Proximity-fade curve parameter, animation tuning.",,
HudWindow.FADE_IN_MS,Deckle.Hud,tuning-constant,150,src/Deckle.Hud/Windows/HudWindow.xaml.cs:103,non,Animation duration; gated by the persisted Overlay Animations toggle.,,,,ms,aucune,2-qualite,"Animation duration gated by the exposed Animations toggle, pure animation tuning.",,
HudWindow.FAR_RADIUS_DIP,Deckle.Hud,tuning-constant,128,src/Deckle.Hud/Windows/HudWindow.xaml.cs:59,non,,,,,dip,aucune,2-qualite,"Proximity-fade curve radius, animation tuning.",,
HudWindow.HUD_BOTTOM_MARGIN,Deckle.Hud,tuning-constant,96,src/Deckle.Hud/Windows/HudWindow.xaml.cs:51,non,Screen-edge offset of the HUD; adjacent to the persisted Overlay Position choice (TopCenter/BottomCenter).,,,,dip,aucune,2-qualite,"Edge-offset layout calibration; the user-facing choice is the persisted Position setting, this constant is visual tuning.",,
HudWindow.HUD_HEIGHT,Deckle.Hud,tuning-constant,78,src/Deckle.Hud/Windows/HudWindow.xaml.cs:50,non,Duplicate of HudOverlayWindow.HUD_HEIGHT.,,,,dip,aucune,2-qualite,"Duplicate of HudOverlayWindow.HUD_HEIGHT, same visual geometry calibration.",,
HudWindow.HUD_WIDTH,Deckle.Hud,tuning-constant,272,src/Deckle.Hud/Windows/HudWindow.xaml.cs:49,non,Duplicate of HudOverlayWindow.HUD_WIDTH.,,,,dip,aucune,2-qualite,"Duplicate of HudOverlayWindow.HUD_WIDTH, same visual geometry calibration.",,
HudWindow.MAX_ALPHA,Deckle.Hud,tuning-constant,255,src/Deckle.Hud/Windows/HudWindow.xaml.cs:60,non,,,,,alpha (0-255),aucune,2-qualite,"Ceiling of the proximity-fade curve, animation tuning.",,
HudWindow.MIN_ALPHA,Deckle.Hud,tuning-constant,40,src/Deckle.Hud/Windows/HudWindow.xaml.cs:61,non,Floor alpha of the main-HUD proximity fade.,,,,alpha (0-255),aucune,2-qualite,"Fade-floor calibration of the main HUD, animation tuning behind the exposed toggle.",,
HudWindow.NEAR_RADIUS_DIP,Deckle.Hud,tuning-constant,10,src/Deckle.Hud/Windows/HudWindow.xaml.cs:58,non,,,,,dip,aucune,2-qualite,"Proximity-fade curve parameter, animation tuning.",,
HudWindow.SuccessDuration,Deckle.Hud,tuning-constant,TimeSpan.FromSeconds(2),src/Deckle.Hud/Windows/HudWindow.xaml.cs:246,non,How long the Copied/Pasted confirmation stays up - directly user-perceivable dwell time.,,,,s,aucune,2-qualite,"Confirmation dwell time, a UX timing calibration rather than a per-person preference.",,
LayeredAlphaAnimator.Duration,Deckle.Hud,tuning-constant,TimeSpan.FromMilliseconds(150),src/Deckle.Hud/Windows/WindowSlideAnimator.cs:154,non,Matches HudWindow.FADE_IN_MS by intent (source comment) - the three fade durations move together.,,,,ms,aucune,2-qualite,"Fade duration deliberately matched to FADE_IN_MS, animation tuning.",,
LayeredAlphaAnimator.FrameIntervalMs,Deckle.Hud,tuning-constant,16,src/Deckle.Hud/Windows/WindowSlideAnimator.cs:153,non,"Second declaration in the same file (LayeredAlphaAnimator, not WindowSlideAnimator); same doubt as above.",,,,ms,aucune,1-robustesse,"Internal ~60 Hz tick cadence, implementation constant.",,
ProximityRollupAggregator.Capacity,Deckle.Hud,tuning-constant,2048,src/Deckle.Hud/ProximityRollupAggregator.cs:15,non,Ring-buffer depth for the proximity rollup; perceivable only in log-window statistics.,,,,count,aucune,1-robustesse,"Ring-buffer depth, an internal buffer size.",,
WindowSlideAnimator.Duration,Deckle.Hud,tuning-constant,TimeSpan.FromMilliseconds(150),src/Deckle.Hud/Windows/WindowSlideAnimator.cs:25,non,,,,,ms,aucune,2-qualite,"Slide animation duration, animation tuning.",,
WindowSlideAnimator.FrameIntervalMs,Deckle.Hud,tuning-constant,16,src/Deckle.Hud/Windows/WindowSlideAnimator.cs:24,non,~60 Hz tick; implementation cadence rather than a knob.,,,,ms,aucune,1-robustesse,"Internal animation tick cadence, implementation constant.",,
ContactFrameRecorder.FlushPeriodMs,Deckle.Input,tuning-constant,500,src/Deckle.Input/Telemetry/ContactFrameRecorder.cs:28,non,"JSONL flush cadence of the contact-frame diagnostic recorder. Affects data-loss window on crash, nothing user-facing.",,,,ms,aucune,4-diagnostics,Flush cadence of a diagnostic JSONL recorder — pure observability plumbing.,,
FocusEventCoalescer.WindowMilliseconds,Deckle.Input,tuning-constant,50,src/Deckle.Input/Keyboard/FocusEventCoalescer.cs:10,non,Burst window collapsing duplicate WinEvent focus callbacks. Perceivable only indirectly (password-gate reactivity). Borderline implementation constant — kept per doubt rule.,,,,ms,aucune,1-robustesse,A debounce window collapsing duplicate WinEvent callbacks — internal robustness cadence.,,
KeyboardInputHost.RollupPeriodMs,Deckle.Input,tuning-constant,30000,src/Deckle.Input/Keyboard/KeyboardInputHost.cs:47,non,"Logging rollup period, diagnostic cadence only. Kept but a strong drop candidate.",,,,ms,aucune,4-diagnostics,"Logging rollup period, explicitly a diagnostic cadence.",,
KeyboardInputHost.WheelObservationTimerMs,Deckle.Input,tuning-constant,10,src/Deckle.Input/Keyboard/KeyboardInputHost.WheelObservations.cs:6,non,Pump timer cadence draining wheel observations — pairs with RetentionMs to set wheel latency. Keep alongside it.,,,,ms,aucune,1-robustesse,"Internal pump-timer cadence draining a queue — infrastructure timing, frozen.",,
MouseWheelSettings.RecordEvents,Deckle.Input,persisted-setting,false,src/Deckle.Input/MouseWheelSettings.cs:20,oui,"Verified: only persisted member of the module, written to <UserDataRoot>/modules/mousewheel/settings.json via MouseWheelSettingsService. Diagnostic-category, surfaced today only in Playground per June inventory.",,,,,settings,4-diagnostics,"Event-recording toggle feeding the wheel JSONL — observability tooling, Playground/Diagnostics.",,
PrecisionTouchpadInjector.DeviceHeight,Deckle.Input,tuning-constant,6000,src/Deckle.Input/Injection/PrecisionTouchpadInjector.cs:13,non,"Same as DeviceWidth — synthetic device physical height, sets gesture coordinate scale.",,,,himetric (1/100 mm),aucune,1-robustesse,Same structural coordinate-scale contract as DeviceWidth — frozen internal constant.,,
PrecisionTouchpadInjector.DeviceWidth,Deckle.Input,tuning-constant,10000,src/Deckle.Input/Injection/PrecisionTouchpadInjector.cs:12,non,"Himetric (1/100 mm) physical size of the synthetic gesture-only touchpad. Not user-perceivable as a knob, but it sets the coordinate scale every injected gesture is expressed in — keep, likely frozen.",,,,himetric (1/100 mm),aucune,1-robustesse,"Structural coordinate-scale constant of the synthetic device — frozen internal contract, not tuning.",,
